"132-8 ","AT-3BEN2TT-240 ","Double Jacket/Single Armor AllWave Loose Tube Cable, PE Jacket and Dielectric Central Member, .35/.25, 240 Fibers ",,,"$2.48 "
"132-8 ","AT-3BEN2TT-288 ","Double Jacket/Single Armor AllWave Loose Tube Cable, PE Jacket and Dielectric Central Member, .35/.25,  288 Fibers ",,,"$2.98 "
"132-8 ","AT-34E12O6-004 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 4 Fibers ",,,"$0.51 "
"132-8 ","AT-34E12O6-006 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 6 Fibers ",,,"$0.54 "
"132-8 ","AT-34E12O6-008 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 8 Fibers ",,,"$0.57 "
"132-8 ","AT-34E12O6-012 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 12 Fibers ",,,"$0.62 "
"132-8 ","AT-34E12O6-016 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 16 Fibers ",,,"$0.67 "
"132-8 ","AT-34E12O6-018 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 18 Fibers ",,,"$0.70 "
"132-8 ","AT-34E12O6-020 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 20 Fibers ",,,"$0.73 "
"132-8 ","AT-34E12O6-024 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 24 Fibers ",,,"$0.78 "
"132-8 ","AT-34E12O6-030 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  30 Fibers ",,,"$0.86 "
"132-8 ","AT-34E12O6-036 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 36 Fibers ",,,"$1.00 "
"132-8 ","AT-34E12OT-048 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  48 Fibers ",,,"$1.17 "
"132-8 ","AT-34E12OT-060 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 60 Fibers ",,,"$1.33 "
"132-8 ","AT-34E12OT-072 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  72 Fibers ",,,"$1.57 "
"132-8 ","AT-34E12OT-084 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 84 Fibers ",,,"$1.88 "
"132-8 ","AT-34E12OT-096 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  96 Fibers ",,,"$2.04 "
"132-8 ","AT-34E12OT-108 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 108 Fibers ",,,"$2.36 "
"132-8 ","AT-34E12OT-120 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  120 Fibers ",,,"$2.52 "
"132-8 ","AT-34E12OT-132 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 132 Fibers ",,,"$2.89 "
"132-8 ","AT-34E12OT-144 ","Single Jacket/ AllWave  Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 144 Fibers ",,,"$3.05 "
"132-8 ","AT-34E12OT-156 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 156 Fibers ",,,"$3.37 "
"132-8 ","AT-34E12OT-168 ","Single Jacket/ AllWave  Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 168 Fibers ",,,"$3.53 "
"132-8 ","AT-34E12OT-180 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 180 Fibers ",,,"$3.70 "
"132-8 ","AT-34E12OT-192 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 192 Fibers ",,,"$3.86 "
"132-8 ","AT-34E12OT-204 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 204 Fibers ",,,"$4.02 "
"132-8 ","AT-34E12OT-216 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 216 Fibers ",,,"$4.18 "
"132-8 ","AT-34E12OT-240 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 240 Fibers ",,,"$4.82 "
"132-8 ","AT-34E12OT-288 ","Single Jacket/ AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 288 Fibers ",,,"$5.82 "
"132-8 ","AT-RU912O6-004 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  4 Fibers ",,,"$0.66 "
"132-8 ","AT-RU912O6-006 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 6 Fibers ",,,"$0.76 "
"132-8 ","AT-RU912O6-008 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  8 Fibers ",,,"$0.86 "
"132-8 ","AT-RU912O6-012 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 12 Fibers ",,,"$1.06 "
"132-8 ","AT-RU912O6-016 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  16 Fibers ",,,"$1.27 "
"132-8 ","AT-RU912O6-018 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 18 Fibers ",,,"$1.37 "
"132-8 ","AT-RU912O6-020 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Me mber, 3.40/1.0,  20 Fibers ",,,"$1.47 "
"132-8 ","AT-RU912O6-024 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 24 Fibers ",,,"$1.67 "
"132-8 ","AT-RU912O6-030 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  30 Fibers ",,,"$1.98 "
"132-8 ","AT-RU912O6-036 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 36 Fibers ",,,"$2.34 "
"132-8 ","AT-RU912OT-048 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  48 Fibers ",,,"$2.95 "
"132-8 ","AT-RU912OT-060 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 60 Fibers ",,,"$3.56 "
"132-8 ","AT-RU912OT-072 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  72 Fibers ",,,"$4.25 "
"132-8 ","AT-RU912OT-084 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 84 Fibers ",,,"$5.01 "
"132-8 ","AT-RU912OT-096 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Diele ctric Central Member, 3.40/1.0,  96 Fibers ",,,"$5.62 "
"132-8 ","AT-RU912OT-108 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 108 Fibers ",,,"$6.42 "
"132-8 ","AT-RU912OT-120 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  120 Fibers ",,,"$7.03 "
"132-8 ","AT-RU912OT-132 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 132 Fibers ",,,"$7.88 "
"132-8 ","AT-RU912OT-144 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  144 Fibers ",,,"$8.49 "
"132-8 ","AT-RU912OT-156 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 156 Fibers ",,,"$9.22 "
"132-8 ","AT-RU912OT-168 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  168 Fibers ",,,"$9.83 "
"132-8 ","AT-RU912OT-180 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 180 Fibers ",,,"$10.45 "
"132-8 ","AT-RU912OT-192 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  192 Fibers ",,,"$11.06 "
"132-8 ","AT-RU912OT-204 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 204 Fibers ",,,"$11.67 "
"132-8 ","AT-RU912OT-216 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  216 Fibers ",,,"$12.30 "
"132-8 ","AT-RU912OT-240 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 240 Fibers ",,,"$13.88 "
"132-8 ","AT-RU912OT-288 ","Single Jacket/Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  288 Fibers ",,,"$16.72 "
"132-8 ","AT-34EN2O6-004 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","4 Fibers ",,"$0.79 "
"132-8 ","AT-34EN2O6-006 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","6 Fibers ",,"$0.82 "
"132-8 ","AT-34EN2O6-008 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","8 Fibers ",,"$0.85 "
"132-8 ","AT-34EN2O6-012 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","12 Fibers ",,"$0.90 "
"132-8 ","AT-34EN2O6-016 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  ","16 Fibers ",,"$0.95 "
"132-8 ","AT-34EN2O6-018 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","18 Fibers ",,"$0.98 "
"132-8 ","AT-34EN2O6-020 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  ","20 Fibers ",,"$1.01 "
"132-8 ","AT-34EN2O6-024 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","24 Fibers ",,"$1.06 "
"132-8 ","AT-34EN2O6-030 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","30 Fibers ",,"$1.14 "
"132-8 ","AT-34EN2O6-036 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","36 Fibers ",,"$1.22 "
"132-8 ","AT-34EN2OT-048 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","48 Fibers ",,"$1.43 "
"132-8 ","AT-34EN2OT-060 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  ","60 Fibers ",,"$1.58 "
"132-8 ","AT-34EN2OT-072 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, ","72 Fibers ",,"$1.78 "
"132-8 ","AT-34EN2OT-132 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 132 Fibers ",,,"$3.17 "
"132-8 ","AT-34EN2OT-144 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Die lectric Central Member, .40/.30,  144 Fibers ",,,"$3.33 "
"132-8 ","AT-34EN2OT-156 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 156 Fibers ",,,"$3.67 "
"132-8 ","AT-34EN2OT-168 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30,  168 Fibers ",,,"$3.83 "
"132-8 ","AT-34EN2OT-180 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 180 Fibers ",,,"$3.99 "
"132-8 ","AT-34EN2OT-192 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 192 Fibers ",,,"$4.15 "
"132-8 ","AT-34EN2OT-204 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 204 Fibers ",,,"$4.31 "
"132-8 ","AT-34EN2OT-216 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 216 Fibers ",,,"$4.47 "
"132-8 ","AT-34EN2OT-240 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable , Dielectric Central Member, .40/.30,  240 Fibers ",,,"$4.93 "
"132-8 ","AT-34EN2OT-288 ","Double Jacket/Single Armor AllWave Option 1 (OFNR) Loose Tube Cable, Dielectric Central Member, .40/.30, 288 Fibers ",,,"$5.87 "
"132-8 ","AT-RU9N2O6-004 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  4 Fibers ",,,"$0.94 "
"132-8 ","AT-RU9N2O6-006 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 6 Fibers ",,,"$1.04 "
"132-8 ","AT-RU9N2O6-008 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  8 Fibers ",,,"$1.15 "
"132-8 ","AT-RU9N2O6-012 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 12 Fibers ",,,"$1.34 "
"132-8 ","AT-RU9N2O6-016 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 16 Fibers ",,,"$1.55 "
"132-8 ","AT-RU9N2O6-018 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  18 Fibers ",,,"$1.65 "
"132-8 ","AT-RU9N2O6-020 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 20 Fibers ",,,"$1.75 "
"132-8 ","AT-RU9N2O6-024 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Diele ctric Central Member, 3.40/1.0,  24 Fibers ",,,"$1.95 "
"132-8 ","AT-RU9N2O6-030 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 30 Fibers ",,,"$2.26 "
"132-8 ","AT-RU9N2O6-036 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  36 Fibers ",,,"$2.56 "
"132-8 ","AT-RU9N2OT-048 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 48 Fibers ",,,"$3.21 "
"132-8 ","AT-RU9N2OT-060 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  60 Fibers ",,,"$3.81 "
"132-8 ","AT-RU9N2OT-072 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 72 Fibers ",,,"$4.47 "
"132-8 ","AT-RU9N2OT-084 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 84 Fibers ",,,"$5.24 "
"132-8 ","AT-RU9N2OT-096 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 96 Fibers ",,,"$5.85 "
"132-8 ","AT-RU9N2OT-108 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 108 Fibers ",,,"$6.67 "
"132-8 ","AT-RU9N2OT-120 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  120 Fibers ",,,"$7.28 "
"132-8 ","AT-RU9N2OT-132 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 132 Fibers ",,,"$8.15 "
"132-8 ","AT-RU9N2OT-144 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  144 Fibers ",,,"$8.77 "
"132-8 ","AT-RU9N2OT-156 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 156 Fibers ",,,"$9.52 "
"132-8 ","AT-RU9N2OT-168 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  168 Fibers ",,,"$10.13 "
"132-8 ","AT-RU9N2OT-180 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 180 Fibers ",,,"$10.74 "
"132-8 ","AT-RU9N2OT-192 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 192 Fibers ",,,"$11.35 "
"132-8 ","AT-RU9N2OT-204 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 204 Fibers ",,,"$11.97 "
"132-8 ","AT-RU9N2OT-216 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 216 Fibers ",,,"$12.58 "
"132-8 ","AT-RU9N2OT-240 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  240 Fibers ",,,"$13.99 "
"132-8 ","AT-RU9N2OT-288 ","Double Jacket/Single Armor Multimode Option 1 Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 288 Fibers ",,,"$16.77 "
"132-8 ","AT-RU912S6-004 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  4 Fibers ",,,"$0.30 "
"132-8 ","AT-RU912S6-006 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 6 Fibers ",,,"$0.37 "
"132-8 ","AT-RU912S6-008 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  8 Fibers ",,,"$0.46 "
"132-8 ","AT-RU912S6-012 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 12 Fibers ",,,"$0.61 "
"132-8 ","AT-RU912S6-016 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  16 ibers ",,,"$0.76 "
"132-8 ","AT-RU912S6-018 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 18 Fibers ",,,"$0.84 "
"132-8 ","AT-RU912S6-020 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  20 Fibers ",,,"$0.92 "
"132-8 ","AT-RU912S6-024 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 24 Fibers ",,,"$1.07 "
"132-8 ","AT-RU912S6-030 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 30 Fibers ",,,"$1.31 "
"132-8 ","AT-RU912S6-036 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 36 Fibers ",,,"$1.56 "
"132-8 ","AT-RU912TT-048 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 48 Fibers ",,,"$2.00 "
"132-8 ","AT-RU912TT-060 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 60 Fibers ",,,"$2.46 "
"132-8 ","AT-RU912TT-072 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 72 Fibers ",,,"$2.95 "
"132-8 ","AT-RU912TT-084 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  84 Fibers ",,,"$3.45 "
"132-8 ","AT-RU912TT-096 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 96 Fibers ",,,"$3.93 "
"132-8 ","AT-RU912TT-108 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  108 Fibers ",,,"$4.45 "
"132-8 ","AT-RU912TT-120 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 120 Fibers ",,,"$4.92 "
"132-8 ","AT-RU912TT-132 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  132 Fibers ",,,"$5.45 "
"132-8 ","AT-RU912TT-144 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 144 Fibers ",,,"$5.92 "
"132-8 ","AT-RU912TT-156 ","Single Jacket Multimode Loose Tube Cable , PE Jacket and Dielectric Central Member, 3.40/1.0,  156 Fibers ",,,"$6.46 "
"132-8 ","AT-RU912TT-168 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 168 Fibers ",,,"$6.94 "
"132-8 ","AT-RU912TT-180 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  180 Fibers ",,,"$7.41 "
"132-8 ","AT-RU912TT-192 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 192 Fibers ",,,"$7.89 "
"132-8 ","AT-RU912TT-204 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0,  204 Fibers ",,,"$8.36 "
"132-8 ","AT-RU912TT-216 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 216 Fibers ",,,"$8.84 "
"132-8 ","AT-RU912TT-240 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 240 Fibers ",,,"$9.81 "
"132-8 ","AT-RU912TT-288 ","Single Jacket Multimode Loose Tube Cable, PE Jacket and Dielectric Central Member, 3.40/1.0, 288 Fibers ",,,"$11.80 "
"132-8 ","AT-RU9H2S6-004 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 4 Fibers ",,,"$0.37 "
"132-8 ","AT-RU9H2S6-006 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 6 Fibers ",,,"$0.44 "
"132-8 ","AT-RU9H2S6-008 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 8 Fibers ",,,"$0.53 "
"132-8 ","AT-RU9H2S6-012 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  12 Fibers ",,,"$0.68 "
"132-8 ","AT-RU9H2S6-016 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 16 Fibers ",,,"$0.84 "
"132-8 ","AT-RU9H2S6-018 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Me mber, 3.40/1.0,  18 Fibers ",,,"$0.91 "
"132-8 ","AT-RU9H2S6-020 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 20 Fibers ",,,"$0.99 "
"132-8 ","AT-RU9H2S6-024 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  24 Fibers ",,,"$1.15 "
"132-8 ","AT-RU9H2S6-030 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 30 Fibers ",,,"$1.38 "
"132-8 ","AT-RU9H2S6-036 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  36 Fibers ",,,"$1.63 "
"132-8 ","AT-RU9H2TT-048 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 48 Fibers ",,,"$2.09 "
"132-8 ","AT-RU9H2TT-060 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  60 Fibers ",,,"$2.55 "
"132-8 ","AT-RU9H2TT-072 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 72 Fibers ",,,"$3.05 "
"132-8 ","AT-RU9H2TT-084 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  84 Fibers ",,,"$3.57 "
"132-8 ","AT-RU9H2TT-096 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 96 Fibers ",,,"$4.03 "
"132-8 ","AT-RU9H2TT-108 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  108 Fibers ",,,"$4.55 "
"132-8 ","AT-RU9H2TT-120 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 120 Fibers ",,,"$5.02 "
"132-8 ","AT-RU9H2TT-132 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  132 Fibers ",,,"$5.56 "
"132-8 ","AT-RU9H2TT-144 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 144 Fibers ",,,"$6.03 "
"132-8 ","AT-RU9H2TT-156 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 156 Fibers ",,,"$6.56 "
"132-8 ","AT-RU9H2TT-168 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 168 Fibers ",,,"$7.02 "
"132-8 ","AT-RU9H2TT-180 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 180 Fibers ",,,"$7.48 "
"132-8 ","AT-RU9H2TT-192 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 192 Fibers ",,,"$7.94 "
"132-8 ","AT-RU9H2TT-204 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 204 Fibers ",,,"$8.40 "
"132-8 ","AT-RU9H2TT-216 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0,  216 Fibers ",,,"$8.86 "
"132-8 ","AT-RU9H2TT-240 ","Single Jacket/Single Armor Multimode Loose Tube Cable, Dielectric Central Member, 3.40/1.0, 240 Fibers ",,,"$9.86 "
